WKT,nama,deskripsi
"POLYGON ((106.7214632 -6.0882488, 106.707664 -6.096442, 106.688438 -6.096442, 106.6974306 -6.1060006, 106.6885042 -6.1210209, 106.6918712 -6.1360408, 106.685071 -6.153791, 106.6877513 -6.1708579, 106.7152171 -6.1838285, 106.7248964 -6.1892896, 106.7241435 -6.2043076, 106.7124705 -6.2234207, 106.7283296 -6.2186425, 106.742683 -6.2302466, 106.7448091 -6.2452634, 106.7537355 -6.2541367, 106.7516756 -6.2671052, 106.7598491 -6.2780258, 106.7647219 -6.284851, 106.7740772 -6.3029799, 106.7749141 -6.3080879, 106.7766093 -6.3125135, 106.7799353 -6.3163418, 106.7832613 -6.3155634, 106.8092876 -6.313516, 106.7921214 -6.3530984, 106.7929797 -6.3612874, 106.7976146 -6.3653819, 106.8094593 -6.3636759, 106.8168407 -6.3544632, 106.8326998 -6.3549751, 106.838193 -6.3495156, 106.8368197 -6.3437149, 106.8497997 -6.3387672, 106.8552928 -6.3469565, 106.8609576 -6.3544633, 106.8697124 -6.3537808, 106.8731456 -6.360605, 106.8831019 -6.3682822, 106.8903117 -6.3708412, 106.8982082 -6.368794, 106.9028431 -6.3660644, 106.9061046 -6.3585578, 106.912971 -6.3619699, 106.9205904 -6.3367198, 106.9218974 -6.3032787, 106.9081645 -6.2814384, 106.9082308 -6.2609623, 106.9177776 -6.2479937, 106.9240236 -6.2479937, 106.9370699 -6.2541367, 106.9439363 -6.245946, 106.9514232 -6.2165946, 106.9658427 -6.2077207, 106.9748354 -6.1694926, 106.9762087 -6.1380889, 106.9699626 -6.1094144, 106.9624758 -6.0855177, 106.9555431 -6.0943938, 106.9349437 -6.0957593, 106.9164043 -6.1019041, 106.8965578 -6.0998558, 106.8780184 -6.0978076, 106.8615389 -6.1121453, 106.8395662 -6.1196554, 106.8175936 -6.1162418, 106.8024874 -6.1107799, 106.8052339 -6.1053179, 106.7969942 -6.1025869, 106.791501 -6.1080489, 106.7750215 -6.1080489, 106.7557955 -6.1012213, 106.7379427 -6.1046351, 106.7338228 -6.1162418, 106.7262697 -6.1080489, 106.7214632 -6.0882488))",DKI Jakarta,
