WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((110.0435438 -7.9035019, 110.0144332 -7.8919179, 110.0478212 -7.9053507, 110.0435438 -7.9035019)), POLYGON ((110.0435438 -7.9035019, 110.0546015 -7.9079014, 110.0664465 -7.9113015, 110.1352827 -7.9463257, 110.1847211 -7.9708068, 110.2231733 -7.9844068, 110.283598 -8.0143252, 110.3412762 -8.0197647, 110.3550091 -8.0578389, 110.4099406 -8.0795941, 110.4483928 -8.0959096, 110.5005778 -8.1231008, 110.5692423 -8.1366957, 110.6245172 -8.1564074, 110.6751573 -8.1817254, 110.7082017 -8.1867381, 110.7089745 -8.1985465, 110.7544648 -8.1981217, 110.7790982 -8.1956589, 110.7978094 -8.1912417, 110.7984531 -8.1969335, 110.8034742 -8.1976131, 110.8070362 -8.2005437, 110.8176578 -8.1998002, 110.8203078 -8.2024016, 110.8247601 -8.2027092, 110.8283221 -8.2041959, 110.8297383 -8.2007553, 110.8291375 -8.1988014, 110.8289015 -8.1976545, 110.8285796 -8.195658, 110.8317768 -8.19209, 110.8345448 -8.190136, 110.834373 -8.1897112, 110.8343731 -8.1880119, 110.8329998 -8.185463, 110.8328708 -8.1797708, 110.8342869 -8.1744184, 110.8236435 -8.1645631, 110.816691 -8.1532633, 110.8186007 -8.1456378, 110.8177638 -8.1431102, 110.812142 -8.1467214, 110.8013279 -8.1604858, 110.7858788 -8.1547081, 110.7862221 -8.1298974, 110.7872521 -8.1040672, 110.7752358 -8.0632778, 110.7621891 -8.0394819, 110.7505166 -8.0306434, 110.7635638 -7.9871245, 110.7697426 -7.9436055, 110.766996 -7.9055204, 110.7827895 -7.8742332, 110.7834755 -7.8511074, 110.7848487 -7.8232175, 110.7779823 -7.813014, 110.7649363 -7.8123338, 110.762533 -7.820837, 110.7577264 -7.8266192, 110.7175576 -7.7885235, 110.7106913 -7.8028098, 110.695585 -7.8021295, 110.677732 -7.8021296, 110.6708657 -7.7885235, 110.6598796 -7.8021298, 110.6379068 -7.7966872, 110.5857218 -7.8075718, 110.5816016 -7.7902242, 110.5637491 -7.78104, 110.5362833 -7.7912448, 110.4978313 -7.7694744, 110.4834117 -7.703476, 110.4676189 -7.600716, 110.4552582 -7.5591959, 110.4374065 -7.540818, 110.3632488 -7.6116057, 110.3110638 -7.6524394, 110.271925 -7.7065381, 110.2621403 -7.6871448, 110.2647152 -7.6769378, 110.2642 -7.6486962, 110.2589644 -7.6434222, 110.2530423 -7.6429119, 110.2401679 -7.6517596, 110.2220575 -7.6493777, 110.2039472 -7.6497173, 110.1965656 -7.6469958, 110.1891841 -7.6463158, 110.1666965 -7.6476769, 110.1407758 -7.644273, 110.1181166 -7.6687718, 110.1315058 -7.6868044, 110.1345961 -7.7187859, 110.1301332 -7.7414088, 110.1208632 -7.7575682, 110.1115946 -7.7767877, 110.0932267 -7.7846967, 110.0830977 -7.8048507, 110.063185 -7.8123337, 110.0528853 -7.8446454, 110.0432729 -7.8616501, 110.0408695 -7.8774643, 110.0309126 -7.8891974, 110.0144332 -7.8919179, 110.0336592 -7.8992293, 110.0435438 -7.9035019)))",DIY Yogyakarta,
